
########################################################################## 
################################ Settings ################################ 
########################################################################## 

####### Hyperparameters ####### : 
batch_size: 64
 gamma: 0.99
 initial_epsilon: 1.0
 minimal_epsilon: 0.001
 epsilon_decay_rate: 0.002
 target_update_frequency: 50
 learning_rate: 2.5e-05
 memory_size: 1000000
 n_episodes: 815
 
####### Optimizer ####### : 
 Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    eps: 1e-08
    foreach: None
    lr: 2.5e-05
    maximize: False
    weight_decay: 0
)

####### Loss function ####### : 
 MSELoss()

####### Network structure #######: 
 DeepQNetwork(
  (lin1): Linear(in_features=18, out_features=360, bias=True)
  (lin2): Linear(in_features=360, out_features=180, bias=True)
  (lin3): Linear(in_features=180, out_features=4, bias=True)
  (rectifier): ReLU()
)

########################################################################## 
################################## DATA ################################## 
########################################################################## 
              steps:              scores:             epsilon:
                58.0                  0.0   0.8180000000000001
                42.0                  0.0   0.8160000000000001
                55.0                  1.0   0.8140000000000001
                 1.0                  0.0                0.812
                 0.0                  0.0                 0.81
                61.0                  0.0                0.808
               139.0                  0.0                0.806
               121.0                  2.0                0.804
               111.0                  0.0                0.802
               138.0                  1.0                  0.8
                16.0                  0.0                0.798
                 2.0                  0.0                0.796
                 8.0                  0.0                0.794
                 4.0                  0.0                0.792
                 8.0                  0.0                 0.79
                90.0                  0.0                0.788
                94.0                  2.0                0.786
               107.0                  1.0                0.784
               104.0                  0.0                0.782
                33.0                  0.0                 0.78
               470.0                  1.0                0.778
               216.0                  4.0                0.776
                 2.0                  0.0                0.774
                97.0                  0.0                0.772
                 1.0                  0.0                 0.77
               311.0                  1.0                0.768
               123.0                  0.0                0.766
                44.0                  1.0                0.764
               484.0                  4.0                0.762
                50.0                  0.0                 0.76
               401.0                  0.0                0.758
               126.0                  0.0                0.756
                86.0                  1.0                0.754
               112.0                  0.0                0.752
                 7.0                  0.0                 0.75
                61.0                  0.0                0.748
               262.0                  2.0                0.746
               405.0                  0.0                0.744
                85.0                  1.0                0.742
               223.0                  0.0                 0.74
                46.0                  0.0                0.738
                 1.0                  0.0                0.736
               218.0                  3.0                0.734
                 2.0                  0.0                0.732
                49.0                  1.0                 0.73
               831.0                  3.0                0.728
               100.0                  0.0                0.726
               286.0                  1.0                0.724
                24.0                  0.0                0.722
                69.0                  0.0                 0.72
               429.0                  2.0                0.718
                28.0                  0.0                0.716
                 3.0                  0.0                0.714
               330.0                  2.0                0.712
               133.0                  0.0                 0.71
                61.0                  0.0                0.708
               425.0                  1.0                0.706
                 0.0                  0.0                0.704
                72.0                  0.0                0.702
                 9.0                  0.0                  0.7
               551.0                  1.0                0.698
               401.0                  0.0                0.696
               258.0                  2.0                0.694
               408.0                  2.0                0.692
                10.0                  0.0                 0.69
                44.0                  1.0                0.688
                 6.0                  0.0   0.6859999999999999
                84.0                  1.0   0.6839999999999999
               436.0                  1.0   0.6819999999999999
               214.0                  2.0   0.6799999999999999
                 4.0                  0.0   0.6779999999999999
               105.0                  0.0   0.6759999999999999
                55.0                  0.0   0.6739999999999999
               600.0                  0.0   0.6719999999999999
                90.0                  0.0   0.6699999999999999
                 5.0                  0.0   0.6679999999999999
                16.0                  0.0   0.6659999999999999
                87.0                  1.0   0.6639999999999999
                10.0                  0.0   0.6619999999999999
                98.0                  2.0   0.6599999999999999
               243.0                  0.0   0.6579999999999999
                64.0                  0.0   0.6559999999999999
                81.0                  0.0   0.6539999999999999
                47.0                  0.0   0.6519999999999999
               125.0                  0.0   0.6499999999999999
               559.0                  0.0                0.648
                33.0                  0.0                0.646
                 7.0                  0.0                0.644
               175.0                  5.0                0.642
                47.0                  1.0                 0.64
                 3.0                  0.0                0.638
                 3.0                  0.0                0.636
               162.0                  0.0                0.634
               120.0                  2.0                0.632
               715.0                  2.0                 0.63
               177.0                  1.0                0.628
               600.0                  0.0                0.626
                10.0                  0.0                0.624
                 2.0                  0.0                0.622
               102.0                  0.0                 0.62
               307.0                  0.0                0.618
                74.0                  2.0                0.616
               535.0                  2.0                0.614
                 8.0                  0.0                0.612
               721.0                  3.0                 0.61
               612.0                  1.0                0.608
                 1.0                  0.0                0.606
               568.0                  4.0                0.604
               895.0                  2.0                0.602
               190.0                  4.0                  0.6
                 0.0                  0.0                0.598
               116.0                  1.0                0.596
               330.0                  3.0                0.594
               136.0                  1.0                0.592
               349.0                  0.0                 0.59
                48.0                  1.0                0.588
                 0.0                  0.0                0.586
               647.0                  1.0                0.584
                15.0                  0.0   0.5820000000000001
               424.0                  2.0   0.5800000000000001
                37.0                  1.0   0.5780000000000001
                 8.0                  0.0   0.5760000000000001
                 2.0                  0.0   0.5740000000000001
                 4.0                  0.0   0.5720000000000001
               781.0                  1.0   0.5700000000000001
                20.0                  0.0   0.5680000000000001
               378.0                  0.0   0.5660000000000001
               111.0                  1.0   0.5640000000000001
               115.0                  1.0                0.562
                12.0                  0.0                 0.56
               313.0                  2.0                0.558
                 4.0                  0.0                0.556
               609.0                  3.0                0.554
               116.0                  1.0                0.552
                 2.0                  0.0                 0.55
               397.0                  2.0                0.548
               149.0                  0.0                0.546
                 0.0                  0.0                0.544
               329.0                  1.0                0.542
                 1.0                  0.0                 0.54
               498.0                  4.0                0.538
               614.0                  1.0                0.536
               300.0                  2.0                0.534
                 1.0                  0.0                0.532
                55.0                  0.0                 0.53
                 6.0                  0.0                0.528
               225.0                  4.0                0.526
               311.0                  2.0                0.524
               245.0                  0.0                0.522
               131.0                  4.0                 0.52
               562.0                  2.0                0.518
               493.0                  0.0                0.516
               210.0                  2.0                0.514
                54.0                  4.0                0.512
               631.0                  1.0                 0.51
               600.0                  0.0                0.508
               723.0                  1.0                0.506
               282.0                  2.0                0.504
               699.0                  3.0                0.502
               242.0                  0.0                  0.5
                 7.0                  0.0                0.498
               225.0                  3.0                0.496
               463.0                  4.0                0.494
               209.0                  3.0                0.492
               889.0                  2.0                 0.49
                11.0                  0.0                0.488
               629.0                  1.0                0.486
               600.0                  0.0                0.484
                 0.0                  0.0                0.482
               162.0                  3.0                 0.48
                 3.0                  0.0                0.478
                59.0                  0.0                0.476
               175.0                  2.0                0.474
               240.0                  3.0                0.472
               760.0                  4.0                 0.47
               643.0                  2.0  0.46799999999999997
                 4.0                  0.0  0.46599999999999997
               421.0                  4.0  0.46399999999999997
               265.0                  6.0  0.46199999999999997
               629.0                  2.0  0.45999999999999996
                 7.0                  0.0  0.45799999999999996
               600.0                  0.0  0.45599999999999996
                 0.0                  0.0  0.45399999999999996
               644.0                  2.0  0.45199999999999996
               510.0                  0.0  0.44999999999999996
                 1.0                  0.0  0.44799999999999995
                13.0                  0.0  0.44599999999999995
                 5.0                  0.0  0.44399999999999995
                85.0                  0.0  0.44199999999999995
                 1.0                  0.0  0.43999999999999995
                14.0                  0.0  0.43799999999999994
               617.0                  1.0  0.43599999999999994
               690.0                  4.0  0.43399999999999994
                 5.0                  0.0  0.43199999999999994
                61.0                  1.0  0.42999999999999994
               600.0                  0.0  0.42799999999999994
               391.0                  4.0  0.42599999999999993
               361.0                  5.0  0.42399999999999993
               256.0                  4.0  0.42200000000000004
               235.0                  4.0  0.42000000000000004
               600.0                  0.0  0.41800000000000004
               119.0                  1.0  0.41600000000000004
                80.0                  3.0  0.41400000000000003
               131.0                  0.0  0.41200000000000003
               642.0                  1.0  0.41000000000000003
               600.0                  0.0  0.40800000000000003
               327.0                  1.0                0.406
               563.0                  3.0                0.404
               123.0                  1.0                0.402
               169.0                  4.0                  0.4
                91.0                  1.0                0.398
               511.0                  3.0                0.396
                10.0                  0.0                0.394
               287.0                  1.0                0.392
                14.0                  0.0                 0.39
               156.0                  7.0                0.388
               488.0                  2.0                0.386
               761.0                  1.0                0.384
                 6.0                  0.0                0.382
               208.0                  5.0                 0.38
                13.0                  0.0                0.378
                 4.0                  0.0                0.376
               601.0                  1.0                0.374
               600.0                  0.0                0.372
                67.0                  2.0                 0.37
                31.0                  0.0                0.368
               162.0                  6.0                0.366
               456.0                  2.0                0.364
               519.0                  2.0                0.362
               104.0                  6.0                 0.36
               727.0                  2.0                0.358
                97.0                  1.0                0.356
                21.0                  0.0                0.354
               374.0                  2.0                0.352
               136.0                  5.0                 0.35
               122.0                  4.0                0.348
               201.0                  6.0                0.346
               670.0                  3.0                0.344
                70.0                  1.0  0.34199999999999997
                 0.0                  0.0  0.33999999999999997
               104.0                  2.0  0.33799999999999997
                83.0                  5.0  0.33599999999999997
                26.0                  1.0  0.33399999999999996
                65.0                  2.0  0.33199999999999996
                18.0                  2.0  0.32999999999999996
               416.0                  7.0  0.32799999999999996
               223.0                  4.0  0.32599999999999996
                99.0                  3.0  0.32399999999999995
               199.0                  2.0  0.32199999999999995
                31.0                  1.0  0.31999999999999995
                26.0                  2.0  0.31799999999999995
               226.0                  2.0  0.31599999999999995
                50.0                  3.0  0.31399999999999995
                67.0                  2.0  0.31199999999999994
               212.0                  6.0  0.30999999999999994
                82.0                  2.0  0.30799999999999994
               114.0                  1.0  0.30599999999999994
               600.0                  0.0  0.30399999999999994
               503.0                  1.0  0.30199999999999994
               132.0                  5.0  0.29999999999999993
                61.0                  2.0  0.29799999999999993
                10.0                  0.0  0.29600000000000004
               320.0                  6.0  0.29400000000000004
               407.0                  8.0  0.29200000000000004
               390.0                  4.0  0.29000000000000004
                 4.0                  0.0  0.28800000000000003
                92.0                  5.0  0.28600000000000003
               142.0                  7.0  0.28400000000000003
               109.0                  5.0  0.28200000000000003
                44.0                  2.0                 0.28
               264.0                  6.0                0.278
               116.0                  4.0                0.276
               426.0                  1.0                0.274
               149.0                  7.0                0.272
               111.0                  4.0                 0.27
               108.0                  4.0                0.268
                 4.0                  0.0                0.266
               215.0                  3.0                0.264
                85.0                  4.0                0.262
               168.0                  5.0                 0.26
               247.0                  5.0                0.258
               277.0                  2.0                0.256
               105.0                  4.0                0.254
                32.0                  1.0                0.252
               195.0                  4.0                 0.25
               109.0                  1.0                0.248
               155.0                  8.0                0.246
               134.0                  7.0                0.244
               118.0                  1.0                0.242
                32.0                  0.0                 0.24
               121.0                  4.0                0.238
               238.0                  9.0                0.236
               334.0                  2.0  0.23399999999999999
               173.0                  3.0  0.23199999999999998
                36.0                  1.0  0.22999999999999998
               108.0                  3.0  0.22799999999999998
               254.0                  5.0  0.22599999999999998
                25.0                  1.0  0.22399999999999998
               280.0                  6.0  0.22199999999999998
                 6.0                  0.0  0.21999999999999997
                94.0                  5.0  0.21799999999999997
                42.0                  1.0  0.21599999999999997
               109.0                  4.0  0.21399999999999997
               207.0                  9.0  0.21199999999999997
                58.0                  3.0  0.20999999999999996
               148.0                  2.0  0.20799999999999996
                69.0                  2.0  0.20599999999999996
                 4.0                  0.0  0.20399999999999996
               245.0                 12.0  0.20199999999999996
                56.0                  4.0  0.19999999999999996
                73.0                  2.0  0.19799999999999995
               265.0                 10.0  0.19599999999999995
               179.0                  6.0  0.19399999999999995
               343.0                 12.0  0.19199999999999995
               108.0                  5.0  0.18999999999999995
               202.0                  6.0  0.18799999999999994
                52.0                  3.0  0.18599999999999994
               166.0                  8.0  0.18399999999999994
               325.0                 18.0  0.18199999999999994
               456.0                 21.0  0.17999999999999994
               112.0                  6.0  0.17799999999999994
               104.0                  3.0  0.17599999999999993
                77.0                  1.0  0.17399999999999993
               277.0                  4.0  0.17199999999999993
               249.0                  9.0  0.16999999999999993
               184.0                  4.0  0.16799999999999993
               254.0                  8.0  0.16600000000000004
               159.0                  6.0  0.16400000000000003
               236.0                  7.0  0.16200000000000003
               413.0                 17.0  0.16000000000000003
               132.0                  3.0  0.15800000000000003
               130.0                  7.0  0.15600000000000003
                71.0                  4.0  0.15400000000000003
               623.0                 21.0  0.15200000000000002
                49.0                  1.0  0.15000000000000002
                46.0                  1.0  0.14800000000000002
               656.0                  4.0  0.14600000000000002
               181.0                  7.0  0.14400000000000002
               328.0                 12.0  0.14200000000000002
               108.0                  5.0                 0.14
               392.0                 14.0                0.138
                 1.0                  0.0                0.136
               124.0                  7.0                0.134
                25.0                  0.0                0.132
               398.0                 15.0                 0.13
               337.0                 11.0                0.128
               478.0                 18.0                0.126
               437.0                 18.0                0.124
               298.0                 12.0                0.122
               196.0                 10.0                 0.12
               172.0                  6.0                0.118
                91.0                  4.0  0.11599999999999999
               165.0                  6.0  0.11399999999999999
                70.0                  5.0  0.11199999999999999
               402.0                 14.0  0.10999999999999999
               690.0                 28.0  0.10799999999999998
               159.0                  5.0  0.10599999999999998
                52.0                  1.0  0.10399999999999998
                22.0                  3.0  0.10199999999999998
                34.0                  3.0  0.09999999999999998
               172.0                  8.0  0.09799999999999998
               874.0                 29.0  0.09599999999999997
               627.0                  2.0  0.09399999999999997
               139.0                  7.0  0.09199999999999997
               274.0                  5.0  0.08999999999999997
                67.0                  5.0  0.08799999999999997
               702.0                 23.0  0.08599999999999997
               311.0                  7.0  0.08399999999999996
               128.0                  5.0  0.08199999999999996
               733.0                 10.0  0.07999999999999996
               365.0                 22.0  0.07799999999999996
               252.0                 14.0  0.07599999999999996
               663.0                 26.0  0.07399999999999995
               559.0                 16.0  0.07199999999999995
                50.0                  4.0  0.06999999999999995
               498.0                 21.0  0.06799999999999995
               220.0                 15.0  0.06599999999999995
               401.0                 13.0  0.06399999999999995
               467.0                 19.0 0.061999999999999944
               158.0                  6.0  0.05999999999999994
               325.0                 14.0  0.05799999999999994
               296.0                 13.0  0.05599999999999994
                46.0                  1.0  0.05399999999999994
                 4.0                  0.0 0.051999999999999935
               178.0                 12.0  0.04999999999999993
               766.0                 32.0  0.04799999999999993
               138.0                  8.0  0.04599999999999993
               519.0                 22.0  0.04399999999999993
               729.0                 33.0 0.041999999999999926
               289.0                 18.0 0.040000000000000036
               311.0                 16.0 0.038000000000000034
               294.0                 18.0  0.03600000000000003
               482.0                 27.0  0.03400000000000003
               837.0                 33.0  0.03200000000000003
                86.0                  3.0 0.030000000000000027
              1322.0                 37.0 0.028000000000000025
               698.0                 26.0 0.026000000000000023
               674.0                 37.0  0.02400000000000002
               611.0                 37.0  0.02200000000000002
               501.0                  7.0 0.020000000000000018
               610.0                 25.0 0.018000000000000016
               873.0                 41.0 0.016000000000000014
              1116.0                 37.0 0.014000000000000012
               674.0                 35.0  0.01200000000000001
              1976.0                 50.0 0.010000000000000009
               440.0                 19.0 0.008000000000000007
              1126.0                 42.0 0.006000000000000005
              2172.0                 58.0 0.0040000000000000036
              1682.0                 48.0 0.0020000000000000018
              2248.0                 54.0                0.001
               240.0                 10.0                0.001
              2320.0                 52.0                0.001
              1597.0                 53.0                0.001
              1015.0                 33.0                0.001
               389.0                 22.0                0.001
              1408.0                 52.0                0.001
              1541.0                 49.0                0.001
              1716.0                 53.0                0.001
              2369.0                 52.0                0.001
              1147.0                 31.0                0.001
              2093.0                 56.0                0.001
              1389.0                 48.0                0.001
               604.0                 32.0                0.001
               582.0                 33.0                0.001
              1151.0                 49.0                0.001
              3175.0                 66.0                0.001
              2279.0                 62.0                0.001
              2526.0                 63.0                0.001
               624.0                 29.0                0.001
               882.0                 35.0                0.001
               943.0                 39.0                0.001
              1877.0                 55.0                0.001
              1159.0                 45.0                0.001
              1610.0                 55.0                0.001
              1423.0                 50.0                0.001
              1679.0                 53.0                0.001
              1466.0                 53.0                0.001
               517.0                 29.0                0.001
              2044.0                 53.0                0.001
              1688.0                 52.0                0.001
              2068.0                 49.0                0.001
              1144.0                 46.0                0.001
              2446.0                 64.0                0.001
              2797.0                 69.0                0.001
              1598.0                 51.0                0.001
              2426.0                 56.0                0.001
               878.0                 45.0                0.001
              3024.0                 59.0                0.001
              1751.0                 56.0                0.001
              2403.0                 57.0                0.001
              2697.0                 66.0                0.001
              1607.0                 45.0                0.001
               709.0                 37.0                0.001
              3020.0                 63.0                0.001
              1538.0                 58.0                0.001
              1651.0                 49.0                0.001
              1250.0                 42.0                0.001
              1499.0                 57.0                0.001
              1035.0                 44.0                0.001
              4055.0                 89.0                0.001
              1408.0                 31.0                0.001
              2268.0                 66.0                0.001
              1498.0                 53.0                0.001
              2016.0                 55.0                0.001
              2124.0                 67.0                0.001
              2369.0                 62.0                0.001
              1771.0                 63.0                0.001
              1170.0                 52.0                0.001
               614.0                  3.0                0.001
              1684.0                 60.0                0.001
              1017.0                 45.0                0.001
              1474.0                 56.0                0.001
              3463.0                 72.0                0.001
              1875.0                 64.0                0.001
              2913.0                 80.0                0.001
              1416.0                 54.0                0.001
               830.0                 42.0                0.001
              1129.0                 45.0                0.001
               337.0                 24.0                0.001
               291.0                 17.0                0.001
               967.0                 44.0                0.001
              1361.0                 52.0                0.001
              2930.0                 76.0                0.001
              2247.0                 55.0                0.001
              2135.0                 69.0                0.001
              1340.0                 54.0                0.001
              1971.0                 60.0                0.001
              1119.0                 53.0                0.001
              2140.0                 64.0                0.001
              2797.0                 72.0                0.001
              1342.0                 61.0                0.001
               858.0                 38.0                0.001
              2767.0                 79.0                0.001
               927.0                 32.0                0.001
               417.0                 25.0                0.001
              1683.0                 69.0                0.001
              1138.0                 54.0                0.001
              1893.0                 67.0                0.001
              1331.0                 56.0                0.001
              3081.0                 81.0                0.001
              3233.0                 87.0                0.001
              1460.0                 60.0                0.001
              2336.0                 77.0                0.001
              2346.0                 70.0                0.001
              2307.0                 67.0                0.001
              1475.0                 56.0                0.001
              2175.0                 73.0                0.001
              2305.0                 76.0                0.001
              2084.0                 70.0                0.001
              1637.0                 66.0                0.001
               364.0                 25.0                0.001
              2012.0                 69.0                0.001
              2346.0                 67.0                0.001
              1745.0                 67.0                0.001
              2347.0                 70.0                0.001
              2559.0                 71.0                0.001
               354.0                 26.0                0.001
               528.0                 28.0                0.001
               687.0                 37.0                0.001
              1220.0                 53.0                0.001
               270.0                 14.0                0.001
              1408.0                 60.0                0.001
               756.0                 37.0                0.001
               949.0                 46.0                0.001
              1394.0                 55.0                0.001
              1551.0                 65.0                0.001
              1635.0                 65.0                0.001
              2111.0                 66.0                0.001
              1356.0                 59.0                0.001
              2041.0                 67.0                0.001
              1674.0                 60.0                0.001
               618.0                  2.0                0.001
              3023.0                 84.0                0.001
              1514.0                 60.0                0.001
               949.0                 45.0                0.001
              1666.0                 55.0                0.001
              1968.0                 60.0                0.001
              2167.0                 70.0                0.001
              1650.0                 61.0                0.001
              2051.0                 73.0                0.001
               926.0                 42.0                0.001
              1951.0                 68.0                0.001
              1533.0                 71.0                0.001
              2316.0                 71.0                0.001
              1079.0                 45.0                0.001
              1611.0                 64.0                0.001
               326.0                 26.0                0.001
              1599.0                 53.0                0.001
               363.0                 23.0                0.001
              1289.0                 53.0                0.001
              2154.0                 80.0                0.001
              2657.0                 88.0                0.001
               430.0                 27.0                0.001
              2119.0                 73.0                0.001
               536.0                 29.0                0.001
               541.0                 31.0                0.001
              1031.0                 45.0                0.001
               576.0                 34.0                0.001
               727.0                 40.0                0.001
               851.0                 43.0                0.001
               867.0                 41.0                0.001
              1708.0                 72.0                0.001
              2330.0                 72.0                0.001
              1297.0                 55.0                0.001
              1228.0                 50.0                0.001
              1669.0                 66.0                0.001
               959.0                 45.0                0.001
              2717.0                 89.0                0.001
               220.0                 18.0                0.001
              1538.0                 66.0                0.001
              2239.0                 79.0                0.001
              1300.0                 58.0                0.001
              1217.0                 55.0                0.001
              1658.0                 63.0                0.001
              1822.0                 65.0                0.001
              2603.0                 74.0                0.001
               646.0                 37.0                0.001
              1227.0                 51.0                0.001
